Ensembl Gene ID	HGNC symbol
ENSG00000178460	MCMDC2
ENSG00000224132	
ENSG00000178732	GP5
ENSG00000164620	RELL2
ENSG00000075131	TIPIN
ENSG00000169957	ZNF768
ENSG00000166748	AGBL1
ENSG00000132142	ACACA
ENSG00000136449	MYCBPAP
ENSG00000131462	TUBG1
ENSG00000258311	
ENSG00000165682	CLEC1B
ENSG00000204256	BRD2
ENSG00000163359	COL6A3
ENSG00000169955	ZNF747
ENSG00000136451	VEZF1
ENSG00000080986	NDC80
ENSG00000172020	GAP43
ENSG00000182095	TNRC18
ENSG00000148377	IDI2
ENSG00000135441	BLOC1S1
ENSG00000266086	
ENSG00000256660	CLEC12B
ENSG00000185565	LSAMP
ENSG00000141682	PMAIP1
ENSG00000136450	SRSF1
ENSG00000214645	
ENSG00000148156	ACTL7B
ENSG00000067064	IDI1
ENSG00000187003	ACTL7A
ENSG00000070061	IKBKAP
ENSG00000134873	CLDN10
ENSG00000261459	
ENSG00000260869	
ENSG00000197406	
ENSG00000169951	ZNF764
ENSG00000184602	SNN
ENSG00000172260	NEGR1
ENSG00000258512	
ENSG00000197992	CLEC9A
ENSG00000169032	MAP2K1
ENSG00000153066	TXNDC11
ENSG00000166603	MC4R
ENSG00000135437	RDH5
ENSG00000101542	CDH20
ENSG00000078304	PPP2R5C
ENSG00000166682	TMPRSS5
ENSG00000150048	CLEC1A
ENSG00000197948	FCHSD1
ENSG00000037042	TUBG2
ENSG00000254772	EEF1G
ENSG00000266208	
ENSG00000183153	GJD3
ENSG00000131747	TOP2A
ENSG00000168765	GSTM4
ENSG00000189108	IL1RAPL2
ENSG00000101596	SMCHD1
ENSG00000068137	PLEKHH3
ENSG00000229809	ZNF688
ENSG00000258728	
ENSG00000101892	ATP1B4
ENSG00000137070	IL11RA
ENSG00000049130	KITLG
ENSG00000140538	NTRK3
ENSG00000172243	CLEC7A
ENSG00000122299	ZC3H7A
ENSG00000119812	FAM98A
ENSG00000127928	GNGT1
ENSG00000135404	CD63
ENSG00000141959	PFKL
ENSG00000187240	DYNC2H1
ENSG00000106290	TAF6
ENSG00000144847	IGSF11
ENSG00000197345	MRPL21
ENSG00000120334	CENPL
ENSG00000147471	PROSC
ENSG00000168010	ATG16L2
ENSG00000109079	TNFAIP1
ENSG00000174446	SNAPC5
ENSG00000162620	LRRIQ3
ENSG00000197893	NRAP
ENSG00000197162	ZNF785
ENSG00000185633	NDUFA4L2
ENSG00000171490	RSL1D1
ENSG00000174444	RPL4
ENSG00000115840	SLC25A12
ENSG00000196503	ARL9
ENSG00000116251	RPL22
ENSG00000134874	DZIP1
ENSG00000249693	THEGL
ENSG00000132740	IGHMBP2
ENSG00000228001	TRIM40
ENSG00000261516	ZNF707
ENSG00000234432	
ENSG00000079459	FDFT1
ENSG00000155034	FBXL18
ENSG00000156853	ZNF689
ENSG00000171476	HOPX
ENSG00000075624	ACTB
ENSG00000139318	DUSP6
ENSG00000237192	TRIM10
ENSG00000261246	CCDC166
ENSG00000157060	SHCBP1L
ENSG00000167970	
ENSG00000188761	BCL2L15
ENSG00000076555	ACACB
ENSG00000167972	ABCA3
ENSG00000254685	FPGT
ENSG00000102974	CTCF
ENSG00000176641	RNF152
ENSG00000133657	ATP13A3
ENSG00000121083	DYNLL2
ENSG00000139131	YARS2
ENSG00000141194	OR4D1
ENSG00000171560	FGA
ENSG00000164989	CCDC171
ENSG00000229689	
ENSG00000255713	OR4D2
ENSG00000144015	TRIM43
ENSG00000121053	EPX
ENSG00000057294	PKP2
ENSG00000197563	PIGN
ENSG00000005893	LAMP2
ENSG00000124209	RAB22A
ENSG00000174501	ANKRD36C
ENSG00000141753	IGFBP4
ENSG00000011143	MKS1
ENSG00000139323	POC1B
ENSG00000131746	TNS4
ENSG00000156453	PCDH1
ENSG00000175376	EIF1AD
ENSG00000236183	LY6G6C
ENSG00000047056	WDR37
ENSG00000213366	GSTM2
ENSG00000226634	DDAH2
ENSG00000145014	TMEM44
ENSG00000103342	GSPT1
ENSG00000260463	MAPK15
ENSG00000135862	LAMC1
ENSG00000259030	
ENSG00000180869	C1orf180
ENSG00000151748	SAV1
ENSG00000249319	
ENSG00000149596	JPH2
ENSG00000156858	PRR14
ENSG00000171557	FGG
ENSG00000117155	SSX2IP
ENSG00000134262	AP4B1
ENSG00000261380	FAM83H
ENSG00000133149	TEX13A
ENSG00000159753	RLTPR
ENSG00000132823	C20orf111
ENSG00000136274	NACAD
ENSG00000260968	SCRIB
ENSG00000123572	NRK
ENSG00000185482	STAC3
ENSG00000134709	HOOK1
ENSG00000110975	SYT10
ENSG00000102580	DNAJC3
ENSG00000172938	MRGPRD
ENSG00000172935	MRGPRF
ENSG00000105825	TFPI2
ENSG00000143756	FBXO28
ENSG00000158286	RNF207
ENSG00000198033	TUBA3C
ENSG00000234719	
ENSG00000020181	GPR124
ENSG00000102595	UGGT2
ENSG00000136270	TBRG4
ENSG00000041802	LSG1
ENSG00000121388	
ENSG00000139133	ALG10
ENSG00000143919	CAMKMT
ENSG00000143753	DEGS1
ENSG00000132958	TPTE2
ENSG00000230685	CLIC1
ENSG00000260485	PUF60
ENSG00000227147	TRIM15
ENSG00000086827	ZW10
ENSG00000100503	NIN
ENSG00000048462	TNFRSF17
ENSG00000134057	CCNB1
ENSG00000175334	BANF1
ENSG00000223666	FKBPL
ENSG00000241258	CRCP
ENSG00000244045	TMEM199
ENSG00000261787	TCF24
ENSG00000048471	SNX29
ENSG00000185112	FAM43A
ENSG00000135414	GDF11
ENSG00000227122	PRRT1
ENSG00000173950	XXYLT1
ENSG00000158290	CUL4B
ENSG00000257942	
ENSG00000124194	GDAP1L1
ENSG00000132205	EMILIN2
ENSG00000205323	SARNP
ENSG00000228607	CLDN25
ENSG00000173391	OLR1
ENSG00000167419	LPO
ENSG00000179912	R3HDM2
ENSG00000102977	ACD
ENSG00000101577	LPIN2
ENSG00000126353	CCR7
ENSG00000125968	ID1
ENSG00000178125	PPP1R42
ENSG00000175548	ALG10B
ENSG00000128040	SPINK2
ENSG00000114331	ACAP2
ENSG00000230230	TRIM26
ENSG00000049283	EPN3
ENSG00000255508	MIR3654
ENSG00000124164	VAPB
ENSG00000162341	TPCN2
ENSG00000175315	CST6
ENSG00000139117	CPNE8
ENSG00000259494	
ENSG00000175294	CATSPER1
ENSG00000109072	SEBOX
ENSG00000196199	MPHOSPH8
ENSG00000163424	C3orf30
ENSG00000143748	NVL
ENSG00000262483	
ENSG00000233948	TRIM27
ENSG00000162063	CCNF
ENSG00000121022	COPS5
ENSG00000197296	FITM2
ENSG00000134444	KIAA1468
ENSG00000251012	
ENSG00000185736	ADARB2
ENSG00000175229	GAL3ST3
ENSG00000156860	FBRS
ENSG00000081791	KIAA0141
ENSG00000101074	R3HDML
ENSG00000048028	USP28
ENSG00000204252	HLA-DOA
ENSG00000101605	MYOM1
ENSG00000173862	
ENSG00000116783	FPGT-TNNI3K
ENSG00000135049	AGTPBP1
ENSG00000164619	BMPER
ENSG00000222022	
ENSG00000175604	
ENSG00000213927	CCL27
ENSG00000103381	CPPED1
ENSG00000184451	CCR10
ENSG00000115648	MLPH
ENSG00000254405	MSH5-SAPCD1
ENSG00000108797	CNTNAP1
ENSG00000131055	COX4I2
ENSG00000262046	TMEM97
ENSG00000107669	ATE1
ENSG00000260533	NRBP2
ENSG00000114638	UPK1B
ENSG00000153774	CFDP1
ENSG00000262866	IFT20
ENSG00000087365	SF3B2
ENSG00000149016	TUT1
ENSG00000099256	PRTFDC1
ENSG00000169902	TPST1
ENSG00000257390	
ENSG00000117593	DARS2
ENSG00000257372	
ENSG00000237515	SHISA9
ENSG00000123353	ORMDL2
ENSG00000073584	SMARCE1
ENSG00000198768	APCDD1L
ENSG00000128708	HAT1
ENSG00000181991	MRPS11
ENSG00000175595	ERCC4
ENSG00000231618	PPT2
ENSG00000171552	BCL2L1
ENSG00000165685	TMEM52B
ENSG00000224994	TRIM39
ENSG00000134184	GSTM1
ENSG00000118655	DCLRE1B
ENSG00000108799	EZH1
ENSG00000150938	CRIM1
ENSG00000139112	GABARAPL1
ENSG00000262447	TNFAIP1
ENSG00000138083	SIX3
ENSG00000163349	HIPK1
ENSG00000140543	DET1
ENSG00000149480	MTA2
ENSG00000084093	REST
ENSG00000131951	LRRC9
ENSG00000121390	PSPC1
ENSG00000134716	CYP2J2
ENSG00000127920	GNG11
ENSG00000121578	B4GALT4
ENSG00000105829	BET1
ENSG00000184012	TMPRSS2
ENSG00000139116	KIF21A
ENSG00000255046	
ENSG00000205549	C9orf92
ENSG00000181026	AEN
ENSG00000259075	POC1B-GALNT4
ENSG00000187186	
ENSG00000132153	DHX30
ENSG00000257594	GALNT4
ENSG00000237313	C6orf100
ENSG00000173068	BNC2
ENSG00000162062	C16orf59
ENSG00000151023	ENKUR
ENSG00000132950	ZMYM5
ENSG00000070961	ATP2B1
ENSG00000185352	HS6ST3
ENSG00000231389	HLA-DPA1
ENSG00000165621	OXGR1
ENSG00000184203	PPP1R2
ENSG00000116237	ICMT
ENSG00000101076	HNF4A
ENSG00000258852	
ENSG00000164733	CTSB
ENSG00000088325	TPX2
ENSG00000006282	SPATA20
ENSG00000124198	ARFGEF2
ENSG00000141655	TNFRSF11A
ENSG00000123561	SERPINA7
ENSG00000170577	SIX2
ENSG00000174442	ZWILCH
ENSG00000189058	APOD
ENSG00000135392	DNAJC14
ENSG00000134121	CHL1
ENSG00000113555	PCDH12
ENSG00000172183	ISG20
ENSG00000068784	SRBD1
ENSG00000261717	
ENSG00000166822	TMEM170A
ENSG00000172878	METAP1D
ENSG00000166997	CNPY4
ENSG00000067057	PFKP
ENSG00000176945	MUC20
ENSG00000123342	MMP19
ENSG00000173673	HES3
ENSG00000139793	MBNL2
ENSG00000214841	
ENSG00000187258	NPSR1
ENSG00000228977	OR2W1
ENSG00000104218	CSPP1
ENSG00000233687	OR2B3
ENSG00000153044	CENPH
ENSG00000214309	MBLAC1
ENSG00000226931	OR2J1
ENSG00000004139	SARM1
ENSG00000230855	OR2J3
ENSG00000196231	OR2J2
ENSG00000188186	C7orf59
ENSG00000112459	OR14J1
ENSG00000112461	OR5V1
ENSG00000261150	EPPK1
ENSG00000104221	BRF2
ENSG00000172927	MYEOV
ENSG00000058085	LAMC2
ENSG00000267721	TMEM199
ENSG00000084092	NOA1
ENSG00000013561	RNF14
ENSG00000080603	SRCAP
ENSG00000121741	ZMYM2
ENSG00000141664	ZCCHC2
ENSG00000005381	MPO
ENSG00000263225	SEBOX
ENSG00000204692	OR12D3
ENSG00000122679	RAMP3
ENSG00000262318	
ENSG00000261109	PLEC
ENSG00000102981	PARD6A
ENSG00000186281	GPAT2
ENSG00000267556	SARM1
ENSG00000157502	MUM1L1
ENSG00000162598	C1orf87
ENSG00000110092	CCND1
ENSG00000204690	OR12D2
ENSG00000145113	MUC4
ENSG00000185278	ZBTB37
ENSG00000204689	OR10C1
ENSG00000149499	EML3
ENSG00000206472	OR11A1
ENSG00000146826	C7orf43
ENSG00000186260	MKL2
ENSG00000124074	C16orf48
ENSG00000147231	CXorf57
ENSG00000168746	C20orf62
ENSG00000157766	ACAN
ENSG00000162621	LRRC53
ENSG00000223865	HLA-DPB1
ENSG00000124120	TTPAL
ENSG00000178965	C1orf173
ENSG00000206471	OR2H1
ENSG00000144355	DLX1
ENSG00000243335	KCTD7
ENSG00000183196	CHST6
ENSG00000164692	COL1A2
ENSG00000255038	
ENSG00000156675	RAB11FIP1
ENSG00000158292	GPR153
ENSG00000164742	ADCY1
ENSG00000175115	PACS1
ENSG00000217075	
ENSG00000241863	RPP21
ENSG00000005379	BZRAP1
ENSG00000119328	FAM206A
ENSG00000171055	FEZ2
ENSG00000031081	ARHGAP31
ENSG00000081913	PHLPP1
ENSG00000260092	
ENSG00000262062	VTN
ENSG00000135702	CHST5
ENSG00000103449	SALL1
ENSG00000121207	LRAT
ENSG00000126773	PCNXL4
ENSG00000047315	POLR2B
ENSG00000124207	CSE1L
ENSG00000206470	MAS1L
ENSG00000101608	MYL12A
ENSG00000097021	ACOT7
ENSG00000261190	
ENSG00000124222	STX16
ENSG00000159761	C16orf86
ENSG00000262186	SLC46A1
ENSG00000044459	CNTLN
ENSG00000172724	CCL19
ENSG00000206466	GABBR1
ENSG00000117601	SERPINC1
ENSG00000132773	TOE1
ENSG00000125249	RAP2A
ENSG00000176142	TMEM39A
ENSG00000264547	
ENSG00000175189	INHBC
ENSG00000232119	MCTS1
ENSG00000139269	INHBE
ENSG00000118680	MYL12B
ENSG00000134539	KLRD1
ENSG00000162599	NFIA
ENSG00000183421	RIPK4
ENSG00000065150	IPO5
ENSG00000103460	TOX3
ENSG00000262654	SLC13A2
ENSG00000255604	VTN
ENSG00000108094	CUL2
ENSG00000160226	C21orf2
ENSG00000177426	TGIF1
ENSG00000140694	PARN
ENSG00000170473	WIBG
ENSG00000185875	THNSL1
ENSG00000135870	RC3H1
ENSG00000115844	DLX2
ENSG00000111087	GLI1
ENSG00000134201	GSTM5
ENSG00000149716	ORAOV1
ENSG00000255819	
ENSG00000171517	LPAR3
ENSG00000107672	NSMCE4A
ENSG00000197102	DYNC1H1
ENSG00000173852	DPY19L1
ENSG00000065357	DGKA
ENSG00000113552	GNPDA1
ENSG00000154710	RABGEF1
ENSG00000101306	MYLK2
ENSG00000137077	CCL21
ENSG00000205084	TMEM231
ENSG00000151025	GPR158
ENSG00000205108	FAM205A
ENSG00000133135	RNF128
ENSG00000132824	SERINC3
ENSG00000263306	
ENSG00000215204	FAM205B
ENSG00000179772	FOXS1
ENSG00000188501	LCTL
ENSG00000070759	TESK2
ENSG00000116791	CRYZ
ENSG00000095777	MYO3A
ENSG00000153898	MCOLN2
ENSG00000139445	FOXN4
ENSG00000177200	CHD9
ENSG00000264253	FOXN1
ENSG00000162068	NTN3
ENSG00000149305	HTR3B
ENSG00000166278	C2
ENSG00000171132	PRKCE
ENSG00000071677	PRLH
ENSG00000162065	TBC1D24
ENSG00000173208	ABCD2
ENSG00000258293	
ENSG00000234495	TRIM27
ENSG00000119326	CTNNAL1
ENSG00000164532	TBX20
ENSG00000124839	RAB17
ENSG00000091409	ITGA6
ENSG00000180116	C12orf40
ENSG00000197093	GAL3ST4
ENSG00000149599	DUSP15
ENSG00000122557	HERPUD2
ENSG00000137478	FCHSD2
ENSG00000146678	IGFBP1
ENSG00000260272	
ENSG00000134056	MRPS36
ENSG00000185883	ATP6V0C
ENSG00000116774	OLFML3
ENSG00000259471	
ENSG00000103429	BFAR
ENSG00000134058	CDK7
ENSG00000137834	SMAD6
ENSG00000134202	GSTM3
ENSG00000140511	HAPLN3
ENSG00000168734	PKIG
ENSG00000234949	
ENSG00000171155	C1GALT1C1
ENSG00000124831	LRRFIP1
ENSG00000166736	HTR3A
ENSG00000141098	GFOD2
ENSG00000100612	DHRS7
ENSG00000075618	FSCN1
ENSG00000258328	
ENSG00000215431	
ENSG00000225351	ZNF311
ENSG00000261660	PARP10
ENSG00000171791	BCL2
ENSG00000106144	CASP2
ENSG00000141084	RANBP10
ENSG00000151229	SLC2A13
ENSG00000174996	KLC2
ENSG00000140545	MFGE8
ENSG00000166949	SMAD3
ENSG00000170962	PDGFD
ENSG00000233904	HLA-E
ENSG00000076351	SLC46A1
ENSG00000197651	CCER1
ENSG00000047849	MAP4
ENSG00000083782	EPYC
ENSG00000188906	LRRK2
ENSG00000236446	CT47B1
ENSG00000106609	TMEM248
ENSG00000169154	GOT1L1
ENSG00000198758	EPS8L3
ENSG00000264058	
ENSG00000204248	COL11A2
ENSG00000011275	RNF216
ENSG00000141956	PRDM15
ENSG00000213424	KRT222
ENSG00000240592	EGFL8
ENSG00000139330	KERA
ENSG00000134207	SYT6
ENSG00000188778	ADRB3
ENSG00000107295	SH3GL2
ENSG00000162604	TM2D1
ENSG00000139329	LUM
ENSG00000213809	KLRK1
ENSG00000162643	WDR63
ENSG00000121743	GJA3
ENSG00000177483	RBM44
ENSG00000162344	FGF19
ENSG00000165474	GJB2
ENSG00000119537	KDSR
ENSG00000169231	THBS3
ENSG00000213420	GPC2
ENSG00000226463	OR2W1
ENSG00000102904	TSNAXIP1
ENSG00000174527	MYO1H
ENSG00000121742	GJB6
ENSG00000075388	FGF4
ENSG00000151962	RBM46
ENSG00000167916	KRT24
ENSG00000259784	
ENSG00000186895	FGF3
ENSG00000162066	AMDHD2
ENSG00000156873	PHKG2
ENSG00000257198	
ENSG00000185149	NPY2R
ENSG00000170579	DLGAP1
ENSG00000122545	SEPT7
ENSG00000132329	RAMP1
ENSG00000170967	DDI1
ENSG00000131620	ANO1
ENSG00000197323	TRIM33
ENSG00000123329	ARHGAP9
ENSG00000119541	VPS4B
ENSG00000204403	CASP12
ENSG00000164114	MAP9
ENSG00000034713	GABARAPL2
ENSG00000254995	STX16-NPEPL1
ENSG00000183323	CCDC125
ENSG00000069764	PLA2G10
ENSG00000126524	SBDS
ENSG00000224712	
ENSG00000184182	UBE2F
ENSG00000258472	
ENSG00000065457	ADAT1
ENSG00000254852	
ENSG00000103512	NOMO1
ENSG00000215440	NPEPL1
ENSG00000258333	
ENSG00000257401	
ENSG00000136750	GAD2
ENSG00000163453	IGFBP7
ENSG00000235986	GNL1
ENSG00000205221	VIT
ENSG00000140526	ABHD2
ENSG00000187840	EIF4EBP1
ENSG00000222040	ADRA2B
ENSG00000235758	AGPAT1
ENSG00000236624	CCDC163P
ENSG00000129691	ASH2L
ENSG00000183542	KLRC4
ENSG00000066923	STAG3
ENSG00000163389	POGLUT1
ENSG00000150471	LPHN3
ENSG00000255641	
ENSG00000196839	ADA
ENSG00000131477	RAMP2
ENSG00000205810	KLRC3
ENSG00000233054	OR2B3
ENSG00000204897	KRT25
ENSG00000226271	OR2J3
ENSG00000149489	ROM1
ENSG00000225550	OR2J2
ENSG00000175591	P2RY2
ENSG00000206075	SERPINB5
ENSG00000236927	OR14J1
ENSG00000232289	OR11A1
ENSG00000127995	CASD1
ENSG00000186393	KRT26
ENSG00000205809	KLRC2
ENSG00000230505	OR10C1
ENSG00000149541	B3GAT3
ENSG00000226685	CT47A12
ENSG00000229125	OR2H1
ENSG00000124214	STAU1
ENSG00000166634	SERPINB12
ENSG00000198874	TYW1
ENSG00000133138	TBC1D8B
ENSG00000142185	TRPM2
ENSG00000167230	C17orf78
ENSG00000165475	CRYL1
ENSG00000205592	MUC19
ENSG00000197641	SERPINB13
ENSG00000178031	ADAMTSL1
ENSG00000131507	NDFIP1
ENSG00000174903	RAB1B
ENSG00000261721	GRINA
ENSG00000171862	PTEN
ENSG00000122733	KIAA1045
ENSG00000131044	TTLL9
ENSG00000011465	DCN
ENSG00000110906	KCTD10
ENSG00000196954	CASP4
ENSG00000187678	SPRY4
ENSG00000134115	CNTN6
ENSG00000234954	MAS1L
ENSG00000061938	TNK2
ENSG00000032742	IFT88
ENSG00000260319	SPATC1
ENSG00000132849	INADL
ENSG00000080824	HSP90AA1
ENSG00000137094	DNAJB5
ENSG00000113578	FGF1
ENSG00000134545	KLRC1
ENSG00000131475	VPS25
ENSG00000007216	SLC13A2
ENSG00000127990	SGCE
ENSG00000069535	MAOB
ENSG00000171631	P2RY6
ENSG00000066777	ARFGEF1
ENSG00000260189	EXOSC4
ENSG00000235222	MSH5
ENSG00000260226	GPAA1
ENSG00000113845	TIMMDC1
ENSG00000226929	CT47A11
ENSG00000213246	SUPT4H1
ENSG00000196118	C16orf93
ENSG00000152061	RABGAP1L
ENSG00000135040	NAA35
ENSG00000157064	NMNAT2
ENSG00000183426	NPIP
ENSG00000077420	APBB1IP
ENSG00000132763	MMACHC
ENSG00000188886	ASTL
ENSG00000126562	WNK4
ENSG00000171446	KRT27
ENSG00000259202	
ENSG00000162623	TYW3
ENSG00000103591	AAGAB
ENSG00000089597	GANAB
ENSG00000085231	TAF9
ENSG00000164116	GUCY1A3
ENSG00000205923	CEMP1
ENSG00000095794	CREM
ENSG00000258984	
ENSG00000179889	PDXDC1
ENSG00000224089	CT47A10
ENSG00000140992	PDPK1
ENSG00000147465	STAR
ENSG00000228186	PRR3
ENSG00000226600	CT47A9
ENSG00000173821	RNF213
ENSG00000173908	KRT28
ENSG00000163703	CRELD1
ENSG00000137757	CASP5
ENSG00000132330	SCLY
ENSG00000065427	KARS
ENSG00000186395	KRT10
ENSG00000135052	GOLM1
ENSG00000158050	DUSP2
ENSG00000087460	GNAS
ENSG00000167920	TMEM99
ENSG00000232569	GABBR1
ENSG00000084090	STARD7
ENSG00000103549	RNF40
ENSG00000187242	KRT12
ENSG00000171431	KRT20
ENSG00000162624	LHX8
ENSG00000108264	TADA2A
ENSG00000121594	CD80
ENSG00000165806	CASP7
ENSG00000146674	IGFBP3
ENSG00000174038	C9orf131
ENSG00000175324	LSM1
ENSG00000145819	ARHGAP26
ENSG00000230347	CT47A8
ENSG00000143771	CNIH4
ENSG00000069812	HES2
ENSG00000165280	VCP
ENSG00000018236	CNTN1
ENSG00000228517	CT47A7
ENSG00000102901	CENPT
ENSG00000100614	PPM1A
ENSG00000106771	TMEM245
ENSG00000196333	
ENSG00000180574	
ENSG00000147223	RIPPLY1
ENSG00000108244	KRT23
ENSG00000111196	MAGOHB
ENSG00000072274	TFRC
ENSG00000117450	PRDX1
ENSG00000064205	WISP2
ENSG00000236149	ABCF1
ENSG00000100504	PYGL
ENSG00000152942	RAD17
ENSG00000006283	CACNA1G
ENSG00000174871	CNIH2
ENSG00000237957	CT47A5
ENSG00000088356	PDRG1
ENSG00000137968	SLC44A5
ENSG00000151148	UBE3B
ENSG00000226023	CT47A6
ENSG00000165966	PDZRN4
ENSG00000101321	XKR7
ENSG00000109906	ZBTB16
ENSG00000101331	C20orf160
ENSG00000124249	KCNK15
ENSG00000101098	RIMS4
ENSG00000060140	STYK1
ENSG00000144843	ADPRH
ENSG00000151233	GXYLT1
ENSG00000138162	TACC2
ENSG00000117448	AKR1A1
ENSG00000205745	
ENSG00000157045	NTAN1
ENSG00000122547	EEPD1
ENSG00000108375	RNF43
ENSG00000144837	PLA1A
ENSG00000166986	MARS
ENSG00000165376	CLDN2
ENSG00000133131	MORC4
ENSG00000103599	IQCH
ENSG00000060138	CSDA
ENSG00000174851	YIF1A
ENSG00000144488	ESPNL
ENSG00000015153	YAF2
ENSG00000116752	BCAS2
ENSG00000168040	FADD
ENSG00000185664	PMEL
ENSG00000122543	OCM
ENSG00000156735	BAG4
ENSG00000196859	KRT39
ENSG00000109101	FOXN1
ENSG00000184719	RNLS
ENSG00000163958	ZDHHC19
ENSG00000115808	STRN
ENSG00000257242	
ENSG00000061918	GUCY1B3
ENSG00000122674	CCZ1
ENSG00000131626	PPFIA1
ENSG00000166741	NNMT
ENSG00000166913	YWHAB
ENSG00000167977	KCTD5
ENSG00000133639	BTG1
ENSG00000085721	RRN3
ENSG00000168427	KLHL30
ENSG00000176160	HSF5
ENSG00000231824	C18orf42
ENSG00000121377	TAS2R7
ENSG00000188037	CLCN1
ENSG00000198081	ZFP161
ENSG00000085788	DDHD2
ENSG00000121314	TAS2R8
ENSG00000178752	FAM132B
ENSG00000121381	TAS2R9
ENSG00000108389	MTMR4
ENSG00000111215	PRR4
ENSG00000144619	CNTN4
ENSG00000164542	KIAA0895
ENSG00000101336	HCK
ENSG00000140153	WDR20
ENSG00000205884	DEFB136
ENSG00000082397	EPB41L3
ENSG00000205883	DEFB135
ENSG00000225452	RNF5
ENSG00000205882	DEFB134
ENSG00000152256	PDK1
ENSG00000163959	SLC51A
ENSG00000229176	SAPCD1
ENSG00000155875	FAM154A
ENSG00000107959	PITRM1
ENSG00000134283	PPHLN1
ENSG00000180425	C11orf71
ENSG00000187017	ESPN
ENSG00000255098	
ENSG00000172382	PRSS27
ENSG00000155876	RRAGA
ENSG00000233050	
ENSG00000161326	DUSP14
ENSG00000076053	RBM7
ENSG00000215343	ZNF705D
ENSG00000147874	HAUS6
ENSG00000227144	VWA7
ENSG00000164045	CDC25A
ENSG00000205057	CLLU1OS
ENSG00000257127	CLLU1
ENSG00000229377	
ENSG00000006114	SYNRG
ENSG00000124479	NDP
ENSG00000116698	SMG7
ENSG00000132323	ILKAP
ENSG00000214215	C12orf74
ENSG00000204889	KRT40
ENSG00000167978	SRRM2
ENSG00000175984	DENND2C
ENSG00000230514	AGER
ENSG00000187510	PLEKHG7
ENSG00000204022	LIPJ
ENSG00000233539	
ENSG00000109103	UNC119
ENSG00000206468	UBD
ENSG00000121577	POPDC2
ENSG00000223443	USP17L2
ENSG00000187753	C9orf153
ENSG00000136205	TNS3
ENSG00000148735	PLEKHS1
ENSG00000183690	EFHC2
ENSG00000206467	OR2H2
ENSG00000186523	FAM86B1
ENSG00000102189	EEA1
ENSG00000255663	
ENSG00000162923	WDR26
ENSG00000087111	PIGS
ENSG00000108387	SEPT4
ENSG00000113580	NR3C1
ENSG00000172458	IL17D
ENSG00000157617	C2CD2
ENSG00000102870	ZNF629
ENSG00000150456	N6AMT2
ENSG00000099385	BCL7C
ENSG00000161217	PCYT1A
ENSG00000188599	NPIPP1
ENSG00000132953	XPO4
ENSG00000182333	LIPF
ENSG00000232641	MOG
ENSG00000230995	PPP1R10
ENSG00000183793	
ENSG00000055732	MCOLN3
ENSG00000155026	RSPH10B
ENSG00000121318	TAS2R10
ENSG00000089682	RBM41
ENSG00000261130	
ENSG00000231887	PRH1
ENSG00000230594	CT47A4
ENSG00000212128	TAS2R13
ENSG00000156968	MPV17L
ENSG00000134551	PRH2
ENSG00000116016	EPAS1
ENSG00000212899	KRTAP3-3
ENSG00000212900	KRTAP3-2
ENSG00000212127	TAS2R14
ENSG00000166780	C16orf45
ENSG00000212901	KRTAP3-1
ENSG00000186235	
ENSG00000221852	KRTAP1-5
ENSG00000101104	PABPC1L
ENSG00000212126	TAS2R50
ENSG00000204887	KRTAP1-4
ENSG00000008869	HEATR5B
ENSG00000255837	TAS2R20
ENSG00000221880	KRTAP1-3
ENSG00000136805	FRRS1L
ENSG00000212124	TAS2R19
ENSG00000189227	C15orf61
ENSG00000188581	KRTAP1-1
ENSG00000256436	TAS2R31
ENSG00000212725	KRTAP2-1
ENSG00000226761	TAS2R46
ENSG00000110237	ARHGEF17
ENSG00000255374	TAS2R43
ENSG00000256394	ASIC5
ENSG00000095203	EPB41L4B
ENSG00000256188	TAS2R30
ENSG00000214518	KRTAP2-2
ENSG00000150281	CTF1
ENSG00000221829	FANCG
ENSG00000137764	MAP2K5
ENSG00000186136	TAS2R42
ENSG00000212724	KRTAP2-3
ENSG00000213123	TCTEX1D2
ENSG00000135956	TMEM127
ENSG00000124228	DDX27
ENSG00000135070	ISCA1
ENSG00000159784	FAM131B
ENSG00000123374	CDK2
ENSG00000138495	COX17
ENSG00000166783	KIAA0430
ENSG00000236126	CT47A3
ENSG00000230657	PRB4
ENSG00000236371	CT47A1
ENSG00000132780	NASP
ENSG00000251655	PRB1
ENSG00000205678	TECRL
ENSG00000183978	COA3
ENSG00000144485	HES6
ENSG00000151790	TDO2
ENSG00000242362	CT47A2
ENSG00000083223	ZCCHC6
ENSG00000176563	CNTD1
ENSG00000121335	PRB2
ENSG00000179008	C14orf39
ENSG00000215788	TNFRSF25
ENSG00000204366	ZBTB12
ENSG00000139083	ETV6
ENSG00000243649	CFB
ENSG00000076043	REXO2
ENSG00000179292	TMEM151A
ENSG00000158321	AUTS2
ENSG00000174807	CD248
ENSG00000144021	CIAO1
ENSG00000204021	LIPK
ENSG00000099364	FBXL19
ENSG00000174791	RIN1
ENSG00000121380	BCL2L14
ENSG00000103479	RBL2
ENSG00000145107	TM4SF19
ENSG00000182890	GLUD2
ENSG00000091428	RAPGEF4
ENSG00000224236	MRRFP1
ENSG00000069509	FUNDC1
ENSG00000125675	GRIA3
ENSG00000145242	EPHA5
ENSG00000163960	UBXN7
